text	label
Waking up cluttered/not being able to breathe is a great feeling. :expressionless_face:	1
My life won't be complete until I meet @Theresacaputo:two_hearts:	0
I just received the message that I have to start working in another place. Brilliant! now rushing to the second place. Oh God I hate Mondays	1
Thanks to Kanye, McCartney will finally have that big break he was waiting for.	1
"@jwalmsley10 very smart jack! Change the word ""big"" to ""no"", go to bed feel like you made a difference for #youaregenius society"	1
* waste* Girls are in a rehearsal studio today? You don't say... Hmmm wonder why on earth for? :frog_face::hot_beverage:	1
@Neilby70 yeah for not sleeping badly most of my back I played so I was on strong analgesics that invaded me :see-no-evil_monkey:	0
There is nothing better than the feeling of being loved:unamused_face: lol noth :thumbs_up_sign:	1
@LipsbyCarla @IAmSteveHarvey I don't promise you soon... why are these GROWN women competing..AKA vs DELTA...crabes in a barrel..SAD	0
#Even for your #Monday! #Memelundi #Obama #Obamacare #AcidReflux #StandUpShot #JokeoftheDay #Comedy http://t.co/C67x0Iq4CT	0
Digital Pilons, thank you Grandma and Grandpa http://t.co/srMIfk2hWN	1
#Congratulations to #Kingdom of #Jordan under the wise direction of #His #Majesty #King #Abdullah II on #New #Year 2015!	0
I have to get back to work tonight.	0
A presentation in mathematics, a history test, a science test and everything we do in Asgill... Today, it should be fun!	1
If it's Man U at his best they have problems much bigger than us ;) #saintsfc.	0
Even Soweto TV didn't have to show these fvcken prizes... useless to the bone..go figure	0
Pain is inevitable, suffering is optional	0
How DARE someone exercises his freedom to demonstrate and freedom of expression.	1
What I learned today???? You can choose to live a life without fear. #iam #frayfree #frayfull	0
"""@Fit_Motivator: I've learned that if you want to make it bad enough, no matter how bad it is, you can do it. -Gale Sayers"" #Wise"	0
The SEC team making a little quality officiation in the penn state game.. How do you miss this terrible block in the back?	1
"#Legend says if you stand in front of a mirror + say ""I can't even"" 3 times, a girl in #yogapants will appear + give you a pumpkin spice latte."	0
Photo: Invoices sent... http://t.co/wZlnwsRjeL	0
Read the news at http://t.co/HbeAb2hklW '#Media #Streuggle #to #Save #Obama, #the #Country'	0
Lol well made swans	1
I just found the image of lisazamorano trying to kill me #bff at our #seniorbrunch @ Moutain Meadows http://t.co/Z7DSE9tt3h	0
Unfortunately not, hey. Dad didn't think his daughter would be in the game or FIFA.	0
My dream is to celebrate Christmas with you :smiling_face_with_heart-shaped_eyes:	0
A few weeks in NZ chewing about then in Fiji a little time to avoid sharks.	0
My dogs like to be nice and grilled while relaxing at home #adorable #puppy #socute #icant http://t.co/jCW9WYwC30	0
The hashtags are super idk why everyone stopped using them #jk #bye	1
@bonka10 @PopsMcDaddy come on Graham / Thomas!	0
Today's statistics: 5 subscribers, 8 non-subscribers and follow-up 2 people via http://t.co/Xk07IiC3Mv	0
I've had the best New Years!!!! I've spent it with the people I love and I've fucking loved it! :smiling_face_with_heart-shape_eyes: So happy camper right now! :face_with_stuck-out_tongue_and_thightly-closed_eyes::green_heart::::heavy_black_heart:	0
@m1897 haha I also had 2... cheeses bro!!!	0
TEamWadiCamacho @wadicomacho Better see if Wadi Camacho's man gets up and fights @JamieOneball	0
Lol to people saying they're 13 this year when did I start following the kids #sorry	0
On my TL I see a Somerholic who didn't follow me tweet retweet if you're a Somerholic to see how many there are. so I'm not allowed	1
@jopage_ I had three boys, I breastfed them all for about a year each and I never had to do it when I was outside!	0
I'd love to touch anaconda! Jump on that querog and ride like a horse! #EatenAlive	0
Photo: #Why? #Why #pop#art #artist @whirleytimes #whirleyshot #whirleystudio #sharpie #acrylic... http://t.co/5CEDFL7SHL	0
A man must have (3) F's to get an A in life: FORTITUDE, FOCUS, & FINANCES. http://t.co/3IY91CxWP0 @AlimHagan	0
Aa and the hits continue to come. #BadDay	0
.@JaniceDean, Michael Bloomberg will wear his speedo for #GlobalWarming with his bodyguards. @FoxNews	1
#Kaley Cuoco-Sweeting # excuses #for saying she is #a #feminist: Kaley Cuoco-Sweeting, photographed with her... http://t.co/6ZAn7uxtKp	0
$1,176,120.90 from Obama in Taxation Cost funded to attend political fundraising in Los Angeles, San Francisco http://t.co/2PmAt1l7rO	1
11:11 - Say something stupid.	0
#notcies #eu End of delayed discards of fish - End of delayed discards of fish Copyright EP 2013. From: Eu Reporter Life... http://t.co/tneK7j3Jc9	0
I'm not really sure how I'm still alive and write this paper well. Napping instead of sleeping on the weekend is not cutting #finals	0
@StuartScott @espn Rest well Stuart, you were a man of grace and courage. Let your family find peace.	0
@WeeRockWhisky pear apricots and Belgian goodness boozy. A warmer winter.	0
I couldn't have asked for a better night.	0
@The_Macallan @WeeRockWhisky patio tumbler goodness #Mac12days	0
"""He looks like a good bowler. Not really a 5th bowler, but, in a balanced side potentially 6th bowler"" Styris on HSohail. #pakvnz"	0
Hit 1000 followers on instagram, ive officially made in life	1
It's a white Christmas after all! #MinnesotaProblems http://t.co/fFGDuJxgBj	1
"@JoeUnseen @NBAtheist""Colored?""""Don't they prefer ""nigger"" now?"""	1
It's not possible to have enough time.	0
Library computer froze again #shocker	1
BJP-CONGRESS will disclose details of 3600 cr. donation received, always Media/Bhakts question AAP #MufflerMan http://t.co/eMUWoK00Tl	1
My last final today and then directly to my surgeons #WhatAgoodWeek	1
Ariana Grandes' makeup is always flawless :speak-no-evil_monkey:	0
Remember when I ran 14 miles over 90 minutes of sleep this summer? I have a day of 14+ hours over about two hours of sleep. It will be fun.	1
I was going to post my opinions on #obama#cuba but I'm going to save him, until after his #speech. #peacemaker	1
Lighting is now installed on #Malawi #Aquarium... Water tomorrow! #Cichlides #NoFilter #MarineWhite http://t.co/7VWnRNzgCk	0
Fortunately, we have an ace like Clay Bucholz that proves to be durable and consistent... HAHA.	1
OK, OK, GEZ! I already know! @itzwikipedia @engrossingfacts @mysteriousfact #totally #repetive http://t.co/WKbijSPVtL	0
@_XenaaSkky I.e., force in number, concentrated movement, appeal to other countries, use pens and paper, change the way we live drastically.	0
"""@KbJ5: Things to complain about on Christmas Day. ""I have a button in my ear"" @Delakotze #ThanksObama"" #LegitReasonToComplain"	1
@RenuGill_x someone is on the defensive... if the shoe matches:frog_face::hot_beverage:	0
I left home at 7:30 a.m. and I'm still trying to get to work. I just want to cry! #happymonday	1
"It is quite surprising that in ""The Land of the Free"", people argue if we should feel safe around our police."	1
@whittmj1128 @Johnubacon @SamWebb77 is true, Patriots, Packers or Broncos may suddenly need a new #itshappening coach	1
#Soping #wet=#Squishing #mud #between #toes...=#Well, why...=#Swimming in a #mud #puddle	0
I don't know why it's so fun, but it is. cx I could probably think and find out, but yes.	0
@bluedemloyalty, former president of the American Civil Rights Commission	0
Tomorrow is the day I will return to Florida for good...:(unless something changes in the next 24 hours that I doubt #ready	0
@RabbiJason @JewishNewsDet By definition, placing money on the result of anything is playing!	0
Such a long day: #wrecked	0
The disadvantage of working in fishing and conservation is that you can rarely afford the cool things that promote your work	1
#adanisJet lol @kapsology: Irony committed suicide by jumping from Adani's jet! #LoveJihad & #Gharwapsi abandoned! http://t.co/SmP0QfHdD	0
He has just given Imperfecto a rating of 3.5/5 on @Zomato http://t.co/ZASH9jjB4x	0
@HELENOHENZO Your not understanding something, makes you an expert in the field.	0
One of the many reasons I don't like #Alabama fans. #auburn #RollTide #myass #jakellmitchell http://t.co/ntk85ngOeG	0
I'm so happy to work a double on New Year's Eve and then most of New Year's Day... #pissed	1
@PompeyAirways yeah, and you ignored my point...	0
@KevinnCyrus lol of course it's the best!!	1
"@jodalatour @FoxNews Would you say in the 1800s: ""Why is the GOP against Africans brought here? Does one of them want to pick cotton?"""	0
"Come on, give him a chance with his trustworthy SNS warriors and his followers in this portal ""Uber-Right garlic""."	1
So it went well.	1
@TobiasHellquist wow, it's a bit of Finnish commonly	1
#SocialMedia Where it's perfectly normal to talk to people in images!	1
"@Cyclocosm Hey, he has the word ""ban"" on his home page like two or three times. #Thank youIsFirstStep"	1
"@TheGoodGodAbove Re: Xmas: ""Christmas"" is itself an abbreviation of ""The Mass of Christ."" @ ThatKevinSmith http://t.co/5CGoJWvlTL"	1
@MauriceFosso now it's just mean. #sorrynotsorry	1
How do we end up talking?..oh wait...we don't talk..whooops #coupestcouple	1
A year ago, it would be just writing on a t-shirt with @SFSLacrosse @wwpinc #MerryXmas http://t.co/5cpSuJFkmX	0
Goodie bags for the 2nd year are made! # whatsnext?	0
But nooooo we have religious freedoms, no one is ever controlled or oppressed by a dominant religion	1
Good luck today DJ Durkin. It's not great to be a Florida gator.	1
#MensFashion http://t.co/OXvQMOBzSB	1
Horses are only hornless unicorns: O.#lighted #mystic #wow #on #drugs	0
Last day of the work week and let's see how bad it can be! #positive	1
I would like a mf :fisted_hand_sign::fisted_hand_sign:- my day!	0
#cute to be awake right now	0
#Leo #Kids #Face #Angry http://t.co/w0MnWIGNrM	0
@CjCarson17 only children at home status. Woohoo Isn't it fun...:un amused_face::pensive_face:	1
What a wonderful weather we have... I may need a sunscreen today:smileing_face_with_sunglasses:	1
"But not a grocery store or a pharmacy. Sensible. ""@GRPress: Offices or apartments? owners of Monroe Avenue factory lay options"""	1
At least my tan looks good :flushed_face::face_with_thears_of_joy: need to learn to appreciate my pale skin :see-no-evil_monkey:	1
Well, today is going to be a big day :ok_hand_sign:	1
It's too complex for him to understand @BigJdog916 @RBRNetwork1 @DywanWII	0
67 is such a beauty:unamused_face: #manitibaprobs	1
Cramps in front, husbands knee in my back. Yes. Sleep seems possible tonight. #suckitmothernature	1
THIRD TIME... The pregnant duchess wears a designer dress for the THIRD TIME in New York http://t.co/hKXpFkKWZ0 via @Femail	1
"@scholey89 Nah, I don't think he says enough ""f*ck"" on this album! #angryman #oldschool"	1
I have to save my favorite final of the season Tamar & Vince!!!:purple_heart:	0
Photo: Abstract Tribal Bubble Jumpsuit Size: s-xl Cost: $39.99 http://t.co/cj8njWXwNu	0
In short, my week is really #NursingLife #WorkingDaysAndNights http://t.co/X3vnjbiSsy	1
@KSeaboldt The pace of KCRoyals' activity at winter meetings gives me a vertigo!	1
"Women and Blacks are a different ""species"" @Dauphin__Man @RBRNetwork1 @HarryThetech76 @TimOwensby @TheOldBreed1775"	0
I literally manage to pamper myself all day tomorrow and go crazy with Julia and Raven in the bay. #what morecoulaguyaskfor	0
It's so excited to spend the next 12 hours at school.	1
Emergencies sucked up tonight... Emergency care tomorrow...YAY #fml #ugh	1
Too happy to be stressed. So hype for next year! #HAILSTATE http://t.co/F80bfGO5vp	0
Who dares to play this game? Lol #Shots #Sex #Fine #Tipsy #Drunk #Dead :face_with_thears_of_joy: #NeedAGoodLaugh http://t.co/ETKxZpfv5X	0
Always time 2 enter my sample @ModereUS #giveaway on my channel @YouTube! Check it here http://t.co/4BUMuM2Rqh #modere #bloggers #beauty	0
Love wakes up to grumpy people	1
@businessinsider: T-Mobile CEO thinks Apple Watch is going to be huge http://t.co/i9nN1zTcGs <--- I'm doing it too.	0
So it was the beginning episode. Up to the tangerine / high turn. Subtil.	1
I can always count on the young people to make the library noisy.	1
@Parlett316 he played 5 minutes, 0-4 of the field, a robbery and 2 mistakes. That's all he did.	0
@ChuckCJohnson BREAKING: #realjournalist bullying major problem in secondary schools across the country.	0
Want a beautiful and long 130km #cycle tomorrow, in time minus the degree #festive500 #festive500	1
"""It's easier to go back to bed and make the effort"" @PatrickRowe123 #wrong:face_with_thears_of_joy::loudly_crying_face:"	0
@outsilver87 @LasVegasCapper Ya, because if history has told us something, it is that betting on sport is a great way to earn money!	1
@Devin_Héroux @CBCeyeopener @downtowncalgary was STUNNING today, right?	0
@the_cheshirekat @TheLividPatriot Ya because their country is quiet and peaceful on the part of each arming himself	1
@chriscomben @lexpersaud it's in my Priory contract to wear them. Very popular with Priory Ultras #does #count #xxx	0
Whites are irrelevant at this stage. The black community needs to increase ABOVE you are all in control!!!!!! #truth	1
Great start of the day	1
Today, I am a fisherman!!	1
@TheTweetOf God Even you must think that the law on the restoration of religious freedom in Michigan is ridiculous.	0
@_Liam_Walker_ but in terms of time my son........ :samiling_face_with_open_mouth_and_closed_eyes::samiling_face_with_sungluses:	0
#equality #respect #sectarian violence #count your blessings http://t.co/EvTmzbljyK	0
I may or may not be obsessed with grinch:smirking_face:	0
@RevArun @c_of_e Money 4 Church=http://t.co/Q2WB7riAvK=SmartPhone APP COUNTRY you!=See-http://t.co/RDlRuGN0iE=Go 2: https://t.co/cpJZkEgNe7	0
@the_bearded_1 And when you pay too much for this talent, you're stuck with that talent. What perpetuates the cycle losing the Cubs are in	0
@cnsnews Say that this is not the case, Joe. Who could imagine a government program charged with fraud? Has this ever happened before?	1
@SUP3RFRUIT I think being gay is bad, it's like people have chosen to be gay just to piss off the old magic man who lives in the sky	1
"During @CNNReliable review of @RollingStone, a promo for a special featuring #BillCosby ""#victims of rape"" airs. #Hypocrites"	1
If #PMHarper is re-elected, these r options: it & #CPC cheated (again); #Canada has a collective #StockholmSydrom; we are condemned	0
Trivia Crack takes charge of my life.	0
@lcooney @Orthorize @drjmetz @WykdWench awesome! :)	0
What a wonderful start to the weekend! #ohgoditsfridayagain	1
@TheVampsband who doesn't??	1
Canny waits to have my new phone, sneakers and clothes on Thursday #payday #would be #be #rude #too	0
It's the little things like that that make me happy. #essentialservice :father_christmas::christmas_tree: http://t.co/E5jqetthIt	0
I haven't felt that since I was in kos! Eugh a great end to a great week... #beenshite #killme	1
"My grandmother gluts her hot coconut and my mother says, ""You glutton over there?"" My grandmother: ""No, I'm knuckling"" #HAHA"	1
So glad they found a way to make the gospel socially relevant to the Klingons! http://t.co/rKSId5vFkc	1
"O_o ummm...so, like??=""RT""@Redskins: From our family to yours, have a safe and #Happy Thanksgiving http://t.co/LUeMYFptnh"""	0
My death will probably be caused by the wrong time.	0
"@BenVolin @ArashMarkazi Everyone continues to say ""Gronk and great contingent of patriots."" Who else is there with Rob?"	0
"""Dad and step mom yelling at each other, now it's Christmas :smiling_face_with_smiling_eyes::christmas_tree::face_with_look_of_trioph: #ugh"	1
Internet gave me the genre:weary_face: #stillalive http://t.co/q7cK7aQnQZ	1
The joy I have for night surveillance	1
@Arlo2121 @BillBruno @AtomicDeke @ftwpodcast @follow this band @joeftwpodcast	0
Gutted Doyle went back to #wwfc. I don't think we saw what he was capable of. #cpfc	1
@dairymanNZ Sound called @DairyGirlNZ	0
Sunset for January 04, 2015 at 04:39PM! Temperatures: 6°C. It is partly cloudy.	0
I can't wait for my boyfriend to come home and kick my ass in shape... :see-no-evil_monkey::face_with_tears_of_joy: @DylanJohannink	1
Hmm what to eat	0
When you get Challah French Toast at Christmas	1
@LitaMacWolfZERO until what? A room?	0
Why would you do that? @LennySimples #superman #childagain http://t.co/OapnORPW6F	1
Woohoo admitting someone who literally needs only drug refills! http://t.co/9zQCcc7q5a	0
# @TonyBrown03 is the easy part. Giving money to my man to go take all of mine tomorrow morning can't be a deal with the city at stressantl	0
Family time is nice and everything, but I'm ready to go back to work this beautiful morning.	1
If the loose lips sink from the ships, the loose tweets flow from the fleets.? (@ NASNI Theatre in Coronado, CA) https://t.co/dvFfrwO74Q	1
Seriously, if you need me over the winter break, you're pulling me a text. I probably won't answer because I'm probably going to eat, but hey.	0
#AntonioMartin #Ferguson #EndRacism #SocialJustice #BlackLivesMatter	0
Oh the @LabourEoin.@David_Cameron You wouldn't need to take twitter to pick up picks	1
Lovely first day of 2015; friends, family swimming, sorting and cleaning, curry, less time on social networks, more time on other #startas youmeenttogoon	0
@craigavonc left blue bin according to calendar but not raised. Verified your website and it indicates happy green bin	0
I'm facing Peyton today in my only league so I hope he only has two TD passes and they're both D Thomas for me lol	0
Why do I have to have a good game then a bad game then a good game then a bad game again. :expressionless_face::pouting_face:	0
2 1/2 hours walk #Proud	0
@ShotofPatron #NoodleScene someone? He was so Zen there.. Oh! wait! But #deadHenry and #bouncebackAnnie. Silly me! Everything makes sense now!	1
My year ends perfectly: face_with_thears_of_joy:	1
To be fair, DeBlasio only asked #BlackLivesMatter people to stop protesting until the post-funerals. So the police Protestant is cool.	1
@SP_EnergyPeople will contact me rather than just apologise via Twitter?	0
Go get him, broken ass bitches, it's my fault.	0
The things I see in Bath & Body Works #WorstOutfit Cute #WTF http://t.co/IDqkQmBveA	0
Looks like @FoudMaryBoise wants to support me on LinkedIn for - any thought about it from the #OMCchat crowd?	0
The second part of Christmas started at my parents' house today.Many gifts, mountains of wrapping paper, an excited nephew, missing batteries, veggie chili.	0
You're good at keeping a conversation.	1
@UberFacts: Men with shaved heads are seen as a larger thumb and 13% stronger than men with hair. @KOJAK_M	0
@ReedWilkerson I was tempted but I didn't want a-up your states with mine	0
Great rain day on the track!! http://t.co/inZFxQcjGU	1
I love working on Sundays. http://t.co/97bcc557Pi	1
The burger king's hacking (07/13 and 11/13) was the weirdest and funniest, definitely	1
Why is it so difficult for people to cover their mouth when they cough?? Especially the elderly! Wtf, isn't it the common curiosity? #coveryomouf #nasty	0
I don't know how you can love, but also hate someone so much!! :unamused_face:	0
Love people who don't act like adults.	1
The spicy calli roll is just a roll of calli with a dab of sauce on it W T F	0
@DarkNetNews @Bipartialism But it's not a time capsule! It's common in time	0
"Azealia Banks calls Iggy ""Igloo Australian""..."	1
What do you call a Chinese millionaire?	0
Guests during Christmas time are SO NICE.	1
The first day of Christmas shopping tomorrow, can't wait.	1
That's why I've visited #pakistan as many times as I have.. sez @BarackObama	1
@MattHDGamer FUT14 ofc, corners <3__<3 where faaantastic	1
Small amount of men with nest birds' for haircuts #ha #3allover	1
You keep the cops and the civilians responsible with the cameras of the RIP body Eric Gardner.Cameras don't hold people responsible, people do	1
It's just #one of the many services I offer to #people who ask #stupides questions.	0
What a great performance of Choral @VictoriaArts students tonight! They are developing young stars of the future right here in #yeg!	0
Each parent wants their child to move forward, help your child with a sponsorship/grant from @TheMMBF #charity	0
When an ear breaks on your helmet, it's so frustrating! #today	0
@stellabearrr @oliviaboxall sounds like dish 8 have a wonderful morning!	1
@daiyafoods tried pizza tonight we got from @evermancoop here in #Pensacola. #YUMMY! Nice work :-) http://t.co/U5Ao7JVnf2	0
@BarackObama So that's what happened the ACORN voter fraud people.	0
I'm glad to have to ride a bike through this time.	1
"@UGpk yeah in the ""honor"" of the image these sketched words... :flushed_face:"	0
3h30 is a great time to learn the male reproductive system. with the largest and brightest power slides ever. #biology	1
The MVP goes to Concordia Wifi.	1
Such a lie	1
I look forward to going to the post office to be folded with $100 shipping fee to send my parents' #Christmas gifts to Montana.	1
I can't wait for this weekend to be over... so no more Christmas parties!!!!!! #HateSchmoozing	0
The silence in #Timessquare for #EricGarner last night is only broken by the #NYPD siren., look at the ifuss app. http://t.co/4qJQ9lM07U	1
A suburban car towing company is towed. http://t.co/O3NbsLQahp	1
@Crystal_SWI it must be a very bad game if a great actor like Philly Phil can't get a bit of humor.	1
I like it when it happens http://t.co/CkMiXBPGAR	1
LOL..It was a modi RSS program bribed UN officials to make yoga day international.. #secularindia #AntiConversionLaw #hypocrites	1
What do I do with my life?	0
I have just discovered that I have a 13th grade education: https://t.co/OujZNnuE96.	1
#notices #eu Keeping deficits down: how effective is the EU budgetary surveillance mechanism? http://t.co/2oRy3l6hiW	0
These girls can wake people from the dead! #worth #watching	0
@Gomez_Nei im made with Thursday finals that would be nice lol you leave Friday at what time? :airplane:	0
@uovervindelig in the same sex.	0
Just have a wonderful Christmas time :D	0
@ITVDean if aguero went out for a long time, the city could buy bone in January!	0
I'm happy with the two hours of sleep I had last night:weary_face:	1
The secret of #change is to focus all your energy, not on fighting the old, but on building the new. ~Source Unknown	0
The 3reye brand has designed the accessory for your easy and comfortable transport http://t.co/tvkHumWaGZ	0
@TorteDeLini I'll check. :-)	0
#fashionmajor #rough #sewing #weresogood @_erikarose http://t.co/YmThYUCcjd	1
If BJPee hv balls, dare lift the 2mro ristrictions in front of Modi's #Kashmir visit, Kashmir wl show how much your love #Modi.	1
She has something you can't trust. It's something mysterious...	0
"@SusanCarlson111 If it's a ""Blue Ribbon Sign"", then it'll be all right."	1
#Indonesia -- #Four #large #parts #fracture #AirAsia #jet #found #on #sea #floor. http://t.co/X25ajY5qiZ via @reuters	0
@DSzymborski @Swydan Paul believes Rubby, Webster, Kelly, etc. are bad players based on projections of '15. I believe in their positive side.	0
@KimKardashian took his own child out of his picture. #mother of the year http://t.co/fLEYWkFyZQ	1
RT @JeremyClarkson: Of all places to be stuck in a traffic jam http://t.co/N2AX0wjH1k	1
Oh yes Dean Smith is ref on the side the more we have #improved thompson	1
Black rust grass. www.MonsterMMORGP. com #brakiest by #MonsterMMORGP #mt121 http://t.co/Zca7uXxhRH	0
What I did for my food at the Spanish Festival! http://t.co/Pl1u0qyyyI	0
@Eskom_SA street lights on during the day in Clayville, Olifantsfontein. This should not happen with #loadshedding problems. -on	0
@tweetkumud we're here to fight endlessly and change the system, at least I'm not going anywhere regardless of the result #AK4Delhi	0
The next day, makeup looks so hawt :kiss_mark:	1
The good thing about the university is that you are not asked to make uniforms or odds or even the back page of your worksheet.	1
A big day is the one where it rains and you get out of your apartment without your car keys or apartment keys.	1
@leannrimes yes, #EricGarner's family feels really happy right now... #BlackLivesMatter #ShutItDown	1
They don't sing live, but they're really beautiful.	0
Morning bleeding is my favorite	1
#fine night #shopping #bullringbirmingham #sungles really? Lol :grinning_face_with_smiling_eyes: #sayyes she says xxx http://t.co/YsuyjqS8dr	0
@UberStaub is not real life. Trust me.	0
@NorpolFootball I barely think @ntfc cares about fans	0
Look at the wog's head I'll have after Christmas and then #last #hair #cut #for #Christmas	0
Today should be fun	1
@myrakhan you will not have a source other than ISPR:	1
@NordstromYYC Thank you. I'm going to have to go to another store in Calgary.	0
You are right, my brother, when I am finished, I will still have no car, and when I have finished praising Allah, I will do it again (1/2).	0
One day it's the day..lemma console myself with blunt	0
@ZachSellsMagic I thought all the people made for vacation was stream cube vacation all day?!?!	1
This 'legendary' European cup atmosphere of a field is super hey! ;-)	1
#lyntoncrosby invented #CameronMustGo? Childish attacks on @Ed_Miliband in the RW press provoked #webackEd that led to #CameronMustGo	1
@SuchaFucknLadee @joeljen10 you don't have the same treatment at PO's.Goes two ways.	0
On page 35 of 357 of Hogfather, by Terry Pratchett http://t.co/k1u72J9FgF	0
@benmiller public pounding Steelers all week. Juicy.	0
I occupy the free space of rent in his cranial cavity LOL @MrNickking13	0
"@Fox5Wagner: In the fight for overtime for firefighters, DC considered the decision of the Board of Control as permanent"" but the Court of Appeal said no."" #fb"	0
It was a big three hours of sleep.	1
The anamorphosis: place objects so that seen from a certain angle, they create an image.	0
@Sahelanth @QuierNew @hudds1 because as long as she's a victim, she'll have white knights trying to save this damsel in distress.	1
Are sororities upset by the fact that their sisters make their bad organizations appear or that the world sees how some of them act?#SistersSisters	0
Mid-term speech @ Christmas Lacrosse Ball #flattering @ Grand Cafe http://t.co/Uu7yeqDfV5	1
Corner! LeCoinCanard: Corner! LeCoinCanard: Corner! LeCoinCanard: Corner! deanbcfc: WasAlRahman is a question I ask myself every day...	1
A decent Christmas party for a change, and an extra bonus not to miss the last train for a change!	0
Love the fact that I'm sick on my birthday	1
I knit a scarf. Yes. Tricot. Scarf. Because manual dexterity and I like to knit.	0
All you have to do is watch... right?? #lutte #Sports Entertainment #wwe #raw or #smackdown #co... https://t.co/FTCvaJyULT	0
@mediumvillain @deray blacks aren't elite enough to die in hospitals do you remember? It's only reserved for when the police are victims...	0
"""@SerJeyms: This year's class image is so great. Really awesome! :fisted_hand_sign:"" hahahaha:face_with_tears_of_joy:"	1
Am I surprised that my colleague is not coming today? #Flurries	1
(Where are my interviews) https://t.co/q3Oaw29oGV I've drilled a knot! Get ready for the future.	0
@DejanLovrenLFC6 your #ambitious is #amazing. #saintsfc enjoy the release of #ChampionsLeague	1
Maybe I should delete my facebook-cause tab so I'd probably do more things and be less distracted	0
I really don't want to move on myself but I can see the light at the end of the tunnel now #Rangers	0
"Also the only verb I forgot was ""forget it"""	1
@DrunkVinodMehta If #BJP joins the PDP, then CM will be PDP. Only way to get a #HINDU #CM is to take the support of the Abdullah family	1
@thismamatweets will tweet you when I restart it.	0
Ay after 2 hours naraceive ko rin yung message haha thank you globe	1
@F1NTFC @FlamingGrillPub @ntfc @SaintsRugby What are the prices?	0
This #moment when you don't want to tell that person that you're having sex with someone else.	1
Sooooooo #Bears will be looking for an offensive coordinator as well. This is going well for next season. #whatamess	1
Any Hindu who tries to defend his religion is communal. #Gharwapsi	1
"""Meh... I don't think I'm a costumed person."""	0
Cramming 200+ pages of psyche in my brain even though we learned that soiling is not effective	1
I love dating shows! My favorite is Strictly come dancing, so good when it works for them!	1
"""@BarakRavid: BREAKING: Prime Minister Netanyahu denounces EU countries: ""Europeans are hypocrites who have learned nothing from the Holocaust"""""	1
Cooper was occupied today http://t.co/StCUsUTr0u	1
Merry Christmas love Instagram http://t.co/CcfhdT73wH :face_with_tears_of_joy: #gifts #spam	1
I like when I write a bad tweet. :smiling_face_with_smiling_eyes:	1
#chicago #fire #cfd #workingpress #cbs #wbbm... http://t.co/H7VwVUry8P	1
#yesimreading thisbook #catsofinstagram #catstagram #ilovemycat #pawproject... http://t.co/Wg8DSZD06G	1
We prefer to lose the derby vs. #SuC and fight for the Ligna trophy.	1
@talkhoops I was manually retweeted by Zach Harper. #internetcelebrity	0
Thank you @EmmeRylan for tweeting my morning live	1
@MeraDharm @Swamy39 You look like a hard fan of sound	1
Happy day stfx! I lost my #Xring in '12. It was later found 2 m's glittering on the 18th green of the Lost Creek Golf Club. #xringmiracle	1
@CameronJohnso23 so pissed off at 2K nr..	0
@kimoen_peter ___ I like this song <3	0
@westendproducer @WhatsOnStage In a musical, the music department is not important. #umitsaMUSICAL	1
Love coming to school knowing I have tests all day	1
For a long time, we haven't seen #long#along#time#times#no#see#me#you#i#your#say#hi#hello#want#wanna#to#meet @... http://t.co/qqQCi3faXa	0
@avaskoog Coffee coffee free? Yes, I will have that next time I have a slice of sugar-free cheese cake... :P	1
In desperate need of training partner(s) with the knowledge and insight of the infamous @StevePulcinella. Candidates register inside.	0
*Look at the blackboard*=Calls life alert*=Help my notes have fallen and they can't get up	0
I tweeted about Glasgow's danger, and a Glaswegian party followed me. #win	1
Because learning for the final is fucking amazing.	1
@Tbose_BestT People who drink and drive now please	0
EnduroFergus No! I rarely drink at all. I have a gastric bug :-(	0
A guy who talks to me on the bus told me I looked like snoop dogg #KMT #again	0
.@allanhawco Finally had a chance to watch Doyle finale. Thank you for 6 great seasons. Yes, I cried in the end...	0
People who lie to me really help with my trust issues #twittereantaboutlife	1
H3N2 = Hospital Difficult on #badincentives #flu #healthcare #finance #SPS	0
I took care of 8 seconds, then I was distracted. :face_with_thears_of_joy:	1
Apparently, the Joker and I have a lot in common. It's... disconcerting. http://t.co/mRRqWOAms #Batman #StarTrek	0
Session at #1stPhoto #rektek #bmx #lookMamNoHands #flying #fallingWithStyle http://t.co/TCx5cO9uPx	0
I'm watching too much #TheNewsroom... Watch me do sermons #SonyHack...	1
The nose is stuffed.	1
@Suuzeeen Grabe! Affordable na Affordable	1
Sometimes, peace is achieved in a way that you accept to be content with a constant sea.	0
Permanent sunrise #fs100 mountain timelapse http://t.co/vy2BcAMSYA	0
It's always a good time to lose in the bay... @lylestor11 @Lampi626 @bubbs11214	1
Do I promote #EDM why would I add jazz? Some ppl will do anything 2b popular #SoObvious #WTF #AttentionWhate #keepital http://t.co/p3IVORI8k3	0
@jowrotethis wow, Rickman looks really different with blond hair.	0
"My grandmother tells me she made ravioli to eat.. You know I shouted ""fuck you I don't want no ravioli nigga!!!"""	0
@LibyaLiberty @LinesnCircles you can't reason with someone with a monic bio like his.	1
It's so excited for a whole new episode that RHOA loves this show!!!!!	0
#take#a#deep#breath#it's#just#a#bad#day#a#bad#life http://t.co/YmnLzTnkpy	0
Munro's facial expression is my facial expression right now:face_with_tears_of_joy::face_with_tears_of_joy: #But #I'm #giving #up #on... http://t.co/ZINla0rapI	0
